"measure","ethnicity","ethnicity_type","time","geography","geography_type","geography_code","gender","age","ns_sec","value","value_type","denominator","numerator","upper_95_c_i","lower_95_c_i","standard_error","sample_size"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","South West","Region","NA","All","16+","All","28.7","%","372","106.8","37.4","21.4","4.1","253"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","South West","Region","NA","All","16+","All","35.7992114","%","313.280087898","112.151800849","45.2313201","27.3517154","NA","243"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","South West","Region","NA","All","16+","All","24.2","%","265","64","32.1","17.7","NA","220"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","South West","Region","NA","All","16+","All","29.6","%","345","102","37.5","22.9","NA","235"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","South West","Region","NA","All","16+","All","27.9","%","260","72","37.7","19.8","NA","165"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","South West","Region","NA","All","16+","All","19.9","%","321","64","27.5","13.9","NA","217"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","South West","Region","NA","All","16+","All","38.3","%","277","106","49","28.7","NA","178"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","West Midlands","Region","NA","All","16+","All","36.4","%","2156","785.4","39.7","33.3","1.6","1418"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","West Midlands","Region","NA","All","16+","All","40.5712171","%","2038.114123796","826.887706891","44.6225844","36.6442802","NA","1013"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","West Midlands","Region","NA","All","16+","All","33.2","%","2022","671","37.4","29.2","NA","1029"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","West Midlands","Region","NA","All","16+","All","32.3","%","2173","702","36.1","28.7","NA","1084"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","West Midlands","Region","NA","All","16+","All","35.7","%","1916","684","40.3","31.3","NA","778"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","West Midlands","Region","NA","All","16+","All","33.3","%","2075","692","37.5","29.4","NA","859"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","West Midlands","Region","NA","All","16+","All","37.7","%","2023","762","41.9","33.6","NA","934"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","Yorkshire And The Humber","Region","NA","All","16+","All","44.1891033","%","958.825634355","423.696450353","51.4306764","37.1864939","NA","443"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","Yorkshire And The Humber","Region","NA","All","16+","All","31.5","%","1153","363","37.4","26.1","NA","449"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","Yorkshire And The Humber","Region","NA","All","16+","All","34","%","1047","356","39.6","28.9","NA","466"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","Yorkshire And The Humber","Region","NA","All","16+","All","27.1","%","1066","289","33.2","21.7","NA","390"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","Yorkshire And The Humber","Region","NA","All","16+","All","42.4","%","1130","479","48.8","36.2","NA","472"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","Yorkshire And The Humber","Region","NA","All","16+","All","46.2","%","962","445","52.9","39.7","NA","493"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","Yorkshire and the Humber","Region","NA","All","16+","All","36.3","%","1026.6","372.4","43.4","29.7","3.5","501"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2021 to Nov 2022","East","Region","NA","All","16+","All","28.1","%","141.3","39.7","39.7","18.9","5.4","149"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2020 to Nov 2021","East","Region","NA","All","16+","All","23.7487602","%","156.741781172","37.224229752","33.1227949","16.377965","NA","159"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2015 to Nov 2016","East","Region","NA","All","16+","All","30.7","%","104","32","43.6","20.3","NA","116"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2016 to Nov 2017","East","Region","NA","All","16+","All","26.3","%","105","28","38","17.2","NA","114"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2017 to Nov 2018","East","Region","NA","All","16+","All","?","%","?","?","?","?","NA","?"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2018 to Nov 2019","East","Region","NA","All","16+","All","21.6","%","115","25","33","13.4","NA","115"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2019 to Nov 2020","East","Region","NA","All","16+","All","26.4","%","105","28","39.6","16.5","NA","112"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2021 to Nov 2022","East Midlands","Region","NA","All","16+","All","?","%","?","?","?","?","?","?"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2020 to Nov 2021","East Midlands","Region","NA","All","16+","All","35.5255064","%","98.600468277","35.028315704","48.3000959","24.5267274","NA","117"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2015 to Nov 2016","East Midlands","Region","NA","All","16+","All","?","%","?","?","?","?","NA","85"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2016 to Nov 2017","East Midlands","Region","NA","All","16+","All","?","%","?","?","?","?","NA","77"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2017 to Nov 2018","East Midlands","Region","NA","All","16+","All","?","%","?","?","?","?","NA","?"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2018 to Nov 2019","East Midlands","Region","NA","All","16+","All","?","%","?","?","?","?","NA","?"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2019 to Nov 2020","East Midlands","Region","NA","All","16+","All","?","%","?","?","?","?","NA","?"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2021 to Nov 2022","England","Country","NA","All","16+","All","27.4","%","1609.6","441.5","31.2","24","0.3","1349"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2020 to Nov 2021","England","Country","NA","All","16+","All","29.1093577","%","1525.579060258","444.086265375","32.7714985","25.7000107","NA","1221"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2015 to Nov 2016","England","Country","NA","All","16+","All","30.8","%","1429","440","35.2","26.7","NA","1057"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2016 to Nov 2017","England","Country","NA","All","16+","All","29.9","%","1502","450","34.1","26.1","NA","1061"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2017 to Nov 2018","England","Country","NA","All","16+","All","22.8","%","1327","303","27","19.1","NA","891"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2018 to Nov 2019","England","Country","NA","All","16+","All","24.8","%","1456","360","28.7","21.2","NA","983"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2019 to Nov 2020","England","Country","NA","All","16+","All","29.5","%","1264","373","33.3","25.9","NA","1034"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2021 to Nov 2022","England","Country","NA","All","16-24","All","25.5","%","350.6","89.3","37","16.6","5.2","159"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2020 to Nov 2021","England","Country","NA","All","16-24","All","22.4858258","%","394.105183704","88.61780526","31.519758","15.4567081","NA","180"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2015 to Nov 2016","England","Country","NA","All","16-24","All","24.4","%","354","86","34.5","16.5","NA","152"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2016 to Nov 2017","England","Country","NA","All","16-24","All","22.5","%","385","87","32.8","14.8","NA","147"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2017 to Nov 2018","England","Country","NA","All","16-24","All","?","%","?","?","?","?","NA","?"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2018 to Nov 2019","England","Country","NA","All","16-24","All","18.9","%","403","76","28.1","12.2","NA","145"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2019 to Nov 2020","England","Country","NA","All","16-24","All","31.2","%","264","82","41.8","22.2","NA","132"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2021 to Nov 2022","England","Country","NA","All","16-74","NS SEC 1-2","20.3","%","710.6","144","24.1","16.9","1.8","779"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2020 to Nov 2021","England","Country","NA","All","16-74","NS SEC 1-2","28.7532869","%","598.453948285","172.075180501","33.7894997","24.1934231","NA","654"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2015 to Nov 2016","England","Country","NA","All","16-74","NS SEC 1-2","21.2","%","524","111","25.9","17.1","NA","578"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2016 to Nov 2017","England","Country","NA","All","16-74","NS SEC 1-2","21.6","%","574","124","25.9","17.8","NA","591"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2017 to Nov 2018","England","Country","NA","All","16-74","NS SEC 1-2","16.6","%","544","90","21.8","12.4","NA","509"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2018 to Nov 2019","England","Country","NA","All","16-74","NS SEC 1-2","21.9","%","569","124","26.3","17.9","NA","569"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2019 to Nov 2020","England","Country","NA","All","16-74","NS SEC 1-2","25.3","%","544","138","30.1","21.1","NA","598"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2021 to Nov 2022","England","Country","NA","All","16-74","NS SEC 3-5","34.7","%","250.2","86.7","43.3","27","4.2","220"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2020 to Nov 2021","England","Country","NA","All","16-74","NS SEC 3-5","26.5621031","%","206.935602403","54.966448069","36.8714812","18.2996708","NA","171"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2015 to Nov 2016","England","Country","NA","All","16-74","NS SEC 3-5","39.5","%","265","105","49.1","30.8","NA","188"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2016 to Nov 2017","England","Country","NA","All","16-74","NS SEC 3-5","42.6","%","261","111","53.3","32.6","NA","185"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2017 to Nov 2018","England","Country","NA","All","16-74","NS SEC 3-5","42.6","%","213","91","54.4","31.5","NA","140"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2018 to Nov 2019","England","Country","NA","All","16-74","NS SEC 3-5","33.9","%","206","70","44.7","24.6","NA","133"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2019 to Nov 2020","England","Country","NA","All","16-74","NS SEC 3-5","26.4","%","240","63","34.8","19.4","NA","168"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2021 to Nov 2022","England","Country","NA","All","16-74","NS SEC 6-7","37.5","%","192.2","72.1","50.6","26","6.4","118"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2020 to Nov 2021","England","Country","NA","All","16-74","NS SEC 6-7","33.155031","%","170.696741144","56.59455744","44.9215153","23.1738454","NA","113"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2015 to Nov 2016","England","Country","NA","All","16-74","NS SEC 6-7","46.9","%","142","67","61.7","32.7","NA","77"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2016 to Nov 2017","England","Country","NA","All","16-74","NS SEC 6-7","?","%","?","?","?","?","NA","72"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2017 to Nov 2018","England","Country","NA","All","16-74","NS SEC 6-7","?","%","?","?","?","?","NA","?"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2018 to Nov 2019","England","Country","NA","All","16-74","NS SEC 6-7","?","%","?","?","?","?","NA","?"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2019 to Nov 2020","England","Country","NA","All","16-74","NS SEC 6-7","35.2","%","133","47","50.1","22.6","NA","79"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2021 to Nov 2022","England","Country","NA","All","16-74","NS SEC 8","?","%","?","?","?","?","?","?"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2020 to Nov 2021","England","Country","NA","All","16-74","NS SEC 8","?","%","?","?","?","?","NA","?"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2015 to Nov 2016","England","Country","NA","All","16-74","NS SEC 8","?","%","?","?","?","?","NA","24"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2016 to Nov 2017","England","Country","NA","All","16-74","NS SEC 8","?","%","?","?","?","?","NA","33"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2017 to Nov 2018","England","Country","NA","All","16-74","NS SEC 8","?","%","?","?","?","?","NA","?"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2018 to Nov 2019","England","Country","NA","All","16-74","NS SEC 8","?","%","?","?","?","?","NA","?"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2019 to Nov 2020","England","Country","NA","All","16-74","NS SEC 8","?","%","?","?","?","?","NA","?"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2021 to Nov 2022","England","Country","NA","All","16-74","NS SEC 9","28.7","%","383.2","109.9","39.2","20","4.9","176"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2020 to Nov 2021","England","Country","NA","All","16-74","NS SEC 9","26.2587385","%","449.951766705","118.151657872","34.3669911","19.4952533","NA","220"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2015 to Nov 2016","England","Country","NA","All","16-74","NS SEC 9","28.3","%","412","117","39.2","19.6","NA","172"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2016 to Nov 2017","England","Country","NA","All","16-74","NS SEC 9","23.7","%","429","102","33.1","16.4","NA","160"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2017 to Nov 2018","England","Country","NA","All","16-74","NS SEC 9","?","%","?","?","?","?","NA","?"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2018 to Nov 2019","England","Country","NA","All","16-74","NS SEC 9","19.2","%","454","87","27.7","12.8","NA","161"
"Percentage of people who are inactive","Chinese","ONS 2001 16+1","Nov 2019 to Nov 2020","England","Country","NA","All","16-74","NS SEC 9","36","%","301","108","45.8","27.1","NA","153"
